Entity,Day,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Germany,2/1/2021,5.2701035
Germany,2/2/2021,5.2701035
Germany,2/3/2021,5.2701035
Germany,2/4/2021,5.2701035
Germany,2/5/2021,5.2701035
Germany,2/6/2021,5.2701035
Germany,2/7/2021,3.85319
Germany,2/8/2021,3.85319
Germany,2/9/2021,3.85319
Germany,2/10/2021,3.85319
Germany,2/11/2021,3.85319
Germany,2/12/2021,3.85319
Germany,2/13/2021,3.85319
Germany,2/14/2021,2.8542147
Germany,2/15/2021,2.8542147
Germany,2/16/2021,2.8542147
Germany,2/17/2021,2.8542147
Germany,2/18/2021,2.8542147
Germany,2/19/2021,2.8542147
Germany,2/20/2021,2.8542147
Germany,2/21/2021,2.5110295
Germany,2/22/2021,2.5110295
Germany,2/23/2021,2.5110295
Germany,2/24/2021,2.5110295
Germany,2/25/2021,2.5110295
Germany,2/26/2021,2.5110295
Germany,2/27/2021,2.5110295
Germany,2/28/2021,2.0845962
Germany,3/1/2021,2.0845962
Germany,3/2/2021,2.0845962
Germany,3/3/2021,2.0845962
Germany,3/4/2021,2.0845962
Germany,3/5/2021,2.0845962
Germany,3/6/2021,2.0845962
Germany,3/7/2021,1.7821852
Germany,3/8/2021,1.7821852
Germany,3/9/2021,1.7821852
Germany,3/10/2021,1.7821852
Germany,3/11/2021,1.7821852
Germany,3/12/2021,1.7821852
Germany,3/13/2021,1.7821852
Germany,3/14/2021,1.8756268
Germany,3/15/2021,1.8756268
Germany,3/16/2021,1.8756268
Germany,3/17/2021,1.8756268
Germany,3/18/2021,1.8756268
Germany,3/19/2021,1.8756268
Germany,3/20/2021,1.8756268
Germany,3/21/2021,2.169543
Germany,3/22/2021,2.169543
Germany,3/23/2021,2.169543
Germany,3/24/2021,2.169543
Germany,3/25/2021,2.169543
Germany,3/26/2021,2.169543
Germany,3/27/2021,2.169543
Germany,3/28/2021,2.5925784
Germany,3/29/2021,2.5925784
Germany,3/30/2021,2.5925784
Germany,3/31/2021,2.5925784
Germany,4/1/2021,2.5925784
Germany,4/2/2021,2.5925784
Germany,4/3/2021,2.5925784
Germany,4/4/2021,2.7013104
Germany,4/5/2021,2.7013104
Germany,4/6/2021,2.7013104
Germany,4/7/2021,2.7013104
Germany,4/8/2021,2.7013104
Germany,4/9/2021,2.7013104
Germany,4/10/2021,2.7013104
Germany,4/11/2021,2.6877189
Germany,4/12/2021,2.6877189
Germany,4/13/2021,2.6877189
Germany,4/14/2021,2.6877189
Germany,4/15/2021,2.6877189
Germany,4/16/2021,2.6877189
Germany,4/17/2021,2.6877189
Germany,4/18/2021,2.7641711
Germany,4/19/2021,2.7641711
Germany,4/20/2021,2.7641711
Germany,4/21/2021,2.7641711
Germany,4/22/2021,2.7641711
Germany,4/23/2021,2.7641711
Germany,4/24/2021,2.7641711
Germany,4/25/2021,2.7556763
Germany,4/26/2021,2.7556763
Germany,4/27/2021,2.7556763
Germany,4/28/2021,2.7556763
Germany,4/29/2021,2.7556763
Germany,4/30/2021,2.7556763
Germany,5/1/2021,2.7556763
India,1/28/2020,0
India,1/29/2020,0
India,1/30/2020,0
India,1/31/2020,0
India,2/1/2020,0
India,2/2/2020,0
India,2/3/2020,0
India,2/4/2020,0
India,2/5/2020,0
India,2/6/2020,0
India,2/7/2020,0
India,2/8/2020,0
India,2/9/2020,0
India,2/10/2020,0
India,2/11/2020,0
India,2/12/2020,0
India,2/13/2020,0
India,2/14/2020,0
India,2/15/2020,0
India,2/16/2020,0
India,2/17/2020,0
India,2/18/2020,0
India,2/19/2020,0
India,2/20/2020,0
India,2/21/2020,0
India,2/22/2020,0
India,2/23/2020,0
India,2/24/2020,0
India,2/25/2020,0
India,2/26/2020,0
India,2/27/2020,0
India,2/28/2020,0
India,2/29/2020,0
India,3/1/2020,0
India,3/2/2020,0
India,3/3/2020,0
India,3/4/2020,0
India,3/5/2020,0
India,3/6/2020,0
India,3/7/2020,0
India,3/8/2020,0
India,3/9/2020,0
India,3/10/2020,0
India,3/11/2020,0
India,3/12/2020,0
India,3/13/2020,0.000100221
India,3/14/2020,0.000200442
India,3/15/2020,0.000200442
India,3/16/2020,0.000200442
India,3/17/2020,0.000300663
India,3/18/2020,0.000300663
India,3/19/2020,0.000400883
India,3/20/2020,0.000300663
India,3/21/2020,0.000200442
India,3/22/2020,0.000501104
India,3/23/2020,0.000701546
India,3/24/2020,0.000601325
India,3/25/2020,0.000701546
India,3/26/2020,0.000901988
India,3/27/2020,0.001302871
India,3/28/2020,0.001503313
India,3/29/2020,0.001803976
India,3/30/2020,0.002004417
India,3/31/2020,0.00230508
India,4/1/2020,0.002806184
India,4/2/2020,0.003708172
India,4/3/2020,0.003908614
India,4/4/2020,0.004910823
India,4/5/2020,0.005211485
India,4/6/2020,0.008017669
India,4/7/2020,0.008218111
India,4/8/2020,0.011124516
India,4/9/2020,0.011926283
India,4/10/2020,0.014331584
India,4/11/2020,0.017137768
India,4/12/2020,0.01964329
India,4/13/2020,0.019943953
India,4/14/2020,0.022549694
India,4/15/2020,0.022850357
India,4/16/2020,0.024554113
India,4/17/2020,0.023852566
India,4/18/2020,0.024153229
India,4/19/2020,0.023451682
India,4/20/2020,0.023551904
India,4/21/2020,0.025155438
India,4/22/2020,0.026358088
India,4/23/2020,0.02675897
India,4/24/2020,0.028162064
India,4/25/2020,0.029565156
India,4/26/2020,0.031770013
India,4/27/2020,0.032972664
India,4/28/2020,0.03447598
India,4/29/2020,0.036781058
India,4/30/2020,0.0393868
India,5/1/2020,0.042994753
India,5/2/2020,0.044397842
India,5/3/2020,0.047805354
India,5/4/2020,0.050210655
India,5/5/2020,0.06354003
India,5/6/2020,0.06885173
India,5/7/2020,0.0710566
India,5/8/2020,0.07406322
India,5/9/2020,0.07646852
India,5/10/2020,0.08097846
India,5/11/2020,0.08348398
India,5/12/2020,0.072660126
India,5/13/2020,0.07225925
India,5/14/2020,0.07676918
India,5/15/2020,0.07646852
India,5/16/2020,0.077270284
India,5/17/2020,0.07646852
India,5/18/2020,0.08248177
India,5/19/2020,0.087192155
India,5/20/2020,0.08899613
India,5/21/2020,0.088795684
India,5/22/2020,0.093606286
India,5/23/2020,0.0970138
India,5/24/2020,0.09971976
India,5/25/2020,0.0994191
India,5/26/2020,0.10062175
India,5/27/2020,0.103628375
India,5/28/2020,0.10984207
India,5/29/2020,0.11254803
India,5/30/2020,0.1253763
India,5/31/2020,0.12998646
India,6/1/2020,0.13760325
India,6/2/2020,0.14341606
India,6/3/2020,0.14812644
India,6/4/2020,0.15474102
India,6/5/2020,0.16456266
India,6/6/2020,0.16746907
India,6/7/2020,0.17688982
India,6/8/2020,0.18099888
India,6/9/2020,0.18771368
India,6/10/2020,0.19342627
India,6/11/2020,0.2031477
India,6/12/2020,0.21547486
India,6/13/2020,0.22469518
India,6/14/2020,0.22710048
India,6/15/2020,0.23251241
India,6/16/2020,0.24343649
India,6/17/2020,0.41671836
India,6/18/2020,0.41441327
India,6/19/2020,0.40840003
India,6/20/2020,0.4072976
India,6/21/2020,0.4067965
India,6/22/2020,0.418823
India,6/23/2020,0.412008
India,6/24/2020,0.2578683
India,6/25/2020,0.26628685
India,6/26/2020,0.2734025
India,6/27/2020,0.2743045
India,6/28/2020,0.28472748
India,6/29/2020,0.2782131
India,6/30/2020,0.28883654
India,7/1/2020,0.29304582
India,7/2/2020,0.29464933
India,7/3/2020,0.29184318
India,7/4/2020,0.29765597
India,7/5/2020,0.3180008
India,7/6/2020,0.32251075
India,7/7/2020,0.32742158
India,7/8/2020,0.32491603
India,7/9/2020,0.33022776
India,7/10/2020,0.33984897
India,7/11/2020,0.34756595
India,7/12/2020,0.34135225
India,7/13/2020,0.34886885
India,7/14/2020,0.35748783
India,7/15/2020,0.3675099
India,7/16/2020,0.3794362
India,7/17/2020,0.40068302
India,7/18/2020,0.4159166
India,7/19/2020,0.41511482
India,7/20/2020,0.4332548
India,7/21/2020,0.43666232
India,7/22/2020,0.44327688
India,7/23/2020,0.4956924
India,7/24/2020,0.5010041
India,7/25/2020,0.5096231
India,7/26/2020,0.5258589
India,7/27/2020,0.5285649
India,7/28/2020,0.53527963
India,7/29/2020,0.5473061
India,7/30/2020,0.51182795
India,7/31/2020,0.5157366
India,8/1/2020,0.5164381
India,8/2/2020,0.5312708
India,8/3/2020,0.5375847
India,8/4/2020,0.55251765
India,8/5/2020,0.5614373
India,8/6/2020,0.5743658
India,8/7/2020,0.5850894
India,8/8/2020,0.60202676
India,8/9/2020,0.6028285
India,8/10/2020,0.62648064
India,8/11/2020,0.63329566
India,8/12/2020,0.63099056
India,8/13/2020,0.63479894
India,8/14/2020,0.6469257
India,8/15/2020,0.6532396
India,8/16/2020,0.6615579
India,8/17/2020,0.65494335
India,8/18/2020,0.65544444
India,8/19/2020,0.6813015
India,8/20/2020,0.68480915
India,8/21/2020,0.68240386
India,8/22/2020,0.6772926
India,8/23/2020,0.67408556
India,8/24/2020,0.66356236
India,8/25/2020,0.6607562
India,8/26/2020,0.6574489
India,8/27/2020,0.66205907
India,8/28/2020,0.6694754
India,8/29/2020,0.6770922
India,8/30/2020,0.6807001
India,8/31/2020,0.69422996
India,9/1/2020,0.6913235
India,9/2/2020,0.6899204
India,9/3/2020,0.69192487
India,9/4/2020,0.69583344
India,9/5/2020,0.70264846
India,9/6/2020,0.7143743
India,9/7/2020,0.7188843
India,9/8/2020,0.75035363
India,9/9/2020,0.7573691
India,9/10/2020,0.7702976
India,9/11/2020,0.7816225
India,9/12/2020,0.7928473
India,9/13/2020,0.7977581
India,9/14/2020,0.8097846
India,9/15/2020,0.8018671
India,9/16/2020,0.8194058
India,9/17/2020,0.81539696
India,9/18/2020,0.81188923
India,9/19/2020,0.8164994
India,9/20/2020,0.8184036
India,9/21/2020,0.81780225
India,9/22/2020,0.81770205
India,9/23/2020,0.79715675
India,9/24/2020,0.7968561
India,9/25/2020,0.7935488
India,9/26/2020,0.7777139
India,9/27/2020,0.77681196
India,9/28/2020,0.76769185
India,9/29/2020,0.7399306
India,9/30/2020,0.74935144
India,10/1/2020,0.7545629
India,10/2/2020,0.74995273
India,10/3/2020,0.74794835
India,10/4/2020,0.7295077
India,10/5/2020,0.71587765
India,10/6/2020,0.7267015
India,10/7/2020,0.7073589
India,10/8/2020,0.6863125
India,10/9/2020,0.67318356
India,10/10/2020,0.658852
India,10/11/2020,0.6566471
India,10/12/2020,0.6479279
India,10/13/2020,0.63008857
India,10/14/2020,0.60443205
India,10/15/2020,0.5752678
India,10/16/2020,0.5683525
India,10/17/2020,0.55943286
India,10/18/2020,0.57095826
India,10/19/2020,0.5472059
India,10/20/2020,0.53527963
India,10/21/2020,0.5339768
India,10/22/2020,0.5361816
India,10/23/2020,0.5156363
India,10/24/2020,0.49689505
India,10/25/2020,0.45129457
India,10/26/2020,0.4413727
India,10/27/2020,0.4314508
India,10/28/2020,0.41050467
India,10/29/2020,0.3919638
India,10/30/2020,0.37923574
India,10/31/2020,0.3693139
India,11/1/2020,0.35849005
India,11/2/2020,0.36009356
India,11/3/2020,0.360294
India,11/4/2020,0.36089534
India,11/5/2020,0.37963665
India,11/6/2020,0.39036027
India,11/7/2020,0.392966
India,11/8/2020,0.40188566
India,11/9/2020,0.40128434
India,11/10/2020,0.39707506
India,11/11/2020,0.39687464
India,11/12/2020,0.3814406
India,11/13/2020,0.36911345
India,11/14/2020,0.36340085
India,11/15/2020,0.35217613
India,11/16/2020,0.34666398
India,11/17/2020,0.3467642
India,11/18/2020,0.3429558
India,11/19/2020,0.34646353
India,11/20/2020,0.35017172
India,11/21/2020,0.35458142
India,11/22/2020,0.35999334
India,11/23/2020,0.36761013
India,11/24/2020,0.370717
India,11/25/2020,0.37141854
India,11/26/2020,0.36530507
India,11/27/2020,0.35608473
India,11/28/2020,0.3481673
India,11/29/2020,0.34766617
India,11/30/2020,0.34085116
India,12/1/2020,0.3410516
India,12/2/2020,0.34305602
India,12/3/2020,0.34325647
India,12/4/2020,0.34806708
India,12/5/2020,0.35077304
India,12/6/2020,0.34936994
India,12/7/2020,0.34415844
India,12/8/2020,0.33443704
India,12/9/2020,0.32451516
India,12/10/2020,0.31309
India,12/11/2020,0.30046216
India,12/12/2020,0.2934467
India,12/13/2020,0.28432658
India,12/14/2020,0.27881444
India,12/15/2020,0.2757076
India,12/16/2020,0.27420428
India,12/17/2020,0.2684917
India,12/18/2020,0.26087493
India,12/19/2020,0.25135392
India,12/20/2020,0.24634288
India,12/21/2020,0.24604222
India,12/22/2020,0.24073052
India,12/23/2020,0.23531859
India,12/24/2020,0.2310091
India,12/25/2020,0.23080866
India,12/26/2020,0.22118746
India,12/27/2020,0.21497376
India,12/28/2020,0.20956182
India,12/29/2020,0.20465101
India,12/30/2020,0.19994062
India,12/31/2020,0.19863775
India,1/1/2021,0.19062008
India,1/2/2021,0.18791412
India,1/3/2021,0.18170042
India,1/4/2021,0.17518607
India,1/5/2021,0.1700748
India,1/6/2021,0.16786996
India,1/7/2021,0.16015294
India,1/8/2021,0.15794809
India,1/9/2021,0.15834896
India,1/10/2021,0.15674543
India,1/11/2021,0.15143372
India,1/12/2021,0.14802621
India,1/13/2021,0.14181252
India,1/14/2021,0.13940722
India,1/15/2021,0.13509773
India,1/16/2021,0.12978601
India,1/17/2021,0.1277816
India,1/18/2021,0.12617807
India,1/19/2021,0.12317144
India,1/20/2021,0.11916261
India,1/21/2021,0.11445223
India,1/22/2021,0.11164604
India,1/23/2021,0.109340966
India,1/24/2021,0.10673522
India,1/25/2021,0.10533213
India,1/26/2021,0.103327714
India,1/27/2021,0.10082219
India,1/28/2021,0.09801601
India,1/29/2021,0.09801601
India,1/30/2021,0.09651269
India,1/31/2021,0.09370651
India,2/1/2021,0.092403635
India,2/2/2021,0.09009856
India,2/3/2021,0.0873926
India,2/4/2021,0.08578906
India,2/5/2021,0.081479564
India,2/6/2021,0.077270284
India,2/7/2021,0.072359465
India,2/8/2021,0.06895196
India,2/9/2021,0.06734842
India,2/10/2021,0.065744884
India,2/11/2021,0.06584511
India,2/12/2021,0.06253782
India,2/13/2021,0.06333958
India,2/14/2021,0.06474268
India,2/15/2021,0.065344006
India,2/16/2021,0.06564467
India,2/17/2021,0.066245995
India,2/18/2021,0.06554445
India,2/19/2021,0.066546656
India,2/20/2021,0.06634621
India,2/21/2021,0.06614577
India,2/22/2021,0.06544422
India,2/23/2021,0.06514356
India,2/24/2021,0.06554445
India,2/25/2021,0.06925262
India,2/26/2021,0.0715577
India,2/27/2021,0.07276035
India,2/28/2021,0.07506543
India,3/1/2021,0.07737051
India,3/2/2021,0.07867338
India,3/3/2021,0.078072056
India,3/4/2021,0.07316123
India,3/5/2021,0.07245968
India,3/6/2021,0.07195858
India,3/7/2021,0.07065571
India,3/8/2021,0.06975372
India,3/9/2021,0.06835063
India,3/10/2021,0.07185836
India,3/11/2021,0.07556653
India,3/12/2021,0.075967416
India,3/13/2021,0.07917448
India,3/14/2021,0.08528796
India,3/15/2021,0.0873926
India,3/16/2021,0.09280452
India,3/17/2021,0.09831667
India,3/18/2021,0.10292683
India,3/19/2021,0.106635004
India,3/20/2021,0.111445606
India,3/21/2021,0.11505356
India,3/22/2021,0.12447432
India,3/23/2021,0.13128933
India,3/24/2021,0.14000855
India,3/25/2021,0.147926
India,3/26/2021,0.15824875
India,3/27/2021,0.1685715
India,3/28/2021,0.1800969
India,3/29/2021,0.18801434
India,3/30/2021,0.19523025
India,3/31/2021,0.2031477
India,4/1/2021,0.22399363
India,4/2/2021,0.24524046
India,4/3/2021,0.2876339
India,4/4/2021,0.30777827
India,4/5/2021,0.32651958
India,4/6/2021,0.34405825
India,4/7/2021,0.37171918
India,4/8/2021,0.3943691
India,4/9/2021,0.4255378
India,4/10/2021,0.43355545
India,4/11/2021,0.46622747
India,4/12/2021,0.50892156
India,4/13/2021,0.5523172
India,4/14/2021,0.59210485
India,4/15/2021,0.62748283
India,4/16/2021,0.6680723
India,4/17/2021,0.7228931
India,4/18/2021,0.78923935
India,4/19/2021,0.86089724
India,4/20/2021,0.94929206
India,4/21/2021,1.0491121
India,4/22/2021,1.1559474
India,4/23/2021,1.2639855
India,4/24/2021,1.392569
India,4/25/2021,1.5194485
India,4/26/2021,1.639012
India,4/27/2021,1.7402351
India,4/28/2021,1.8675156
India,4/29/2021,2.021956
India,4/30/2021,2.1457288
India,5/1/2021,2.2358272
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,0
United Kingdom,2/1/2020,0.002095317
United Kingdom,2/2/2020,0.002095317
United Kingdom,2/3/2020,0.002095317
United Kingdom,2/4/2020,0.004190633
United Kingdom,2/5/2020,0.004190633
United Kingdom,2/6/2020,0.004190633
United Kingdom,2/7/2020,0.004190633
United Kingdom,2/8/2020,0.002095317
United Kingdom,2/9/2020,0.002095317
United Kingdom,2/10/2020,0.002095317
United Kingdom,2/11/2020,0
United Kingdom,2/12/2020,0
United Kingdom,2/13/2020,0
United Kingdom,2/14/2020,0
United Kingdom,2/15/2020,0
United Kingdom,2/16/2020,0
United Kingdom,2/17/2020,0
United Kingdom,2/18/2020,0
United Kingdom,2/19/2020,0
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0.002095317
United Kingdom,2/25/2020,0.002095317
United Kingdom,2/26/2020,0.002095317
United Kingdom,2/27/2020,0.002095317
United Kingdom,2/28/2020,0.002095317
United Kingdom,2/29/2020,0.002095317
United Kingdom,3/1/2020,0.002095317
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,0.002095317
United Kingdom,3/5/2020,0.002095317
United Kingdom,3/6/2020,0.004190633
United Kingdom,3/7/2020,0.008381266
United Kingdom,3/8/2020,0.012571899
United Kingdom,3/9/2020,0.012571899
United Kingdom,3/10/2020,0.016762532
United Kingdom,3/11/2020,0.025143798
United Kingdom,3/12/2020,0.03142975
United Kingdom,3/13/2020,0.044001646
United Kingdom,3/14/2020,0.06705013
United Kingdom,3/15/2020,0.09638456
United Kingdom,3/16/2020,0.14038621
United Kingdom,3/17/2020,0.19905506
United Kingdom,3/18/2020,0.29334432
United Kingdom,3/19/2020,0.4085867
United Kingdom,3/20/2020,0.5468776
United Kingdom,3/21/2020,0.6851685
United Kingdom,3/22/2020,0.8988908
United Kingdom,3/23/2020,1.1545194
United Kingdom,3/24/2020,1.4751028
United Kingdom,3/25/2020,1.8019722
United Kingdom,3/26/2020,2.231512
United Kingdom,3/27/2020,2.7846756
United Kingdom,3/28/2020,3.4782255
United Kingdom,3/29/2020,4.2011094
United Kingdom,3/30/2020,4.9826627
United Kingdom,3/31/2020,5.82498
United Kingdom,4/1/2020,6.8810196
United Kingdom,4/2/2020,8.0627775
United Kingdom,4/3/2020,9.288538
United Kingdom,4/4/2020,10.537347
United Kingdom,4/5/2020,11.779869
United Kingdom,4/6/2020,13.099918
United Kingdom,4/7/2020,14.4283495
United Kingdom,4/8/2020,15.388004
United Kingdom,4/9/2020,16.362326
United Kingdom,4/10/2020,17.48751
United Kingdom,4/11/2020,18.252302
United Kingdom,4/12/2020,18.80337
United Kingdom,4/13/2020,19.255959
United Kingdom,4/14/2020,19.584923
United Kingdom,4/15/2020,19.714832
United Kingdom,4/16/2020,19.63102
United Kingdom,4/17/2020,19.245481
United Kingdom,4/18/2020,19.13862
United Kingdom,4/19/2020,19.029665
United Kingdom,4/20/2020,18.66508
United Kingdom,4/21/2020,18.13287
United Kingdom,4/22/2020,17.984102
United Kingdom,4/23/2020,17.627897
United Kingdom,4/24/2020,17.263313
United Kingdom,4/25/2020,16.670338
United Kingdom,4/26/2020,16.11927
United Kingdom,4/27/2020,15.5535345
United Kingdom,4/28/2020,15.075802
United Kingdom,4/29/2020,14.461874
United Kingdom,4/30/2020,13.8709955
United Kingdom,5/1/2020,13.275926
United Kingdom,5/2/2020,12.737429
United Kingdom,5/3/2020,12.278555
United Kingdom,5/4/2020,11.8322525
United Kingdom,5/5/2020,11.344044
United Kingdom,5/6/2020,10.945933
United Kingdom,5/7/2020,10.614873
United Kingdom,5/8/2020,10.2167635
United Kingdom,5/9/2020,9.900371
United Kingdom,5/10/2020,9.445686
United Kingdom,5/11/2020,9.097864
United Kingdom,5/12/2020,8.7458515
United Kingdom,5/13/2020,8.224117
United Kingdom,5/14/2020,7.8029585
United Kingdom,5/15/2020,7.440469
United Kingdom,5/16/2020,7.096837
United Kingdom,5/17/2020,6.7888255
United Kingdom,5/18/2020,6.5373874
United Kingdom,5/19/2020,6.2943306
United Kingdom,5/20/2020,6.2524242
United Kingdom,5/21/2020,6.1057525
United Kingdom,5/22/2020,5.8941255
United Kingdom,5/23/2020,5.636401
United Kingdom,5/24/2020,5.3828683
United Kingdom,5/25/2020,5.1000004
United Kingdom,5/26/2020,4.89885
United Kingdom,5/27/2020,4.6306496
United Kingdom,5/28/2020,4.479787
United Kingdom,5/29/2020,4.3289237
United Kingdom,5/30/2020,4.215777
United Kingdom,5/31/2020,4.1193924
United Kingdom,6/1/2020,3.9831967
United Kingdom,6/2/2020,3.8029995
United Kingdom,6/3/2020,3.635374
United Kingdom,6/4/2020,3.4970832
United Kingdom,6/5/2020,3.3336484
United Kingdom,6/6/2020,3.1136403
United Kingdom,6/7/2020,2.966968
United Kingdom,6/8/2020,2.8244867
United Kingdom,6/9/2020,2.7574365
United Kingdom,6/10/2020,2.6778145
United Kingdom,6/11/2020,2.476664
United Kingdom,6/12/2020,2.3991375
United Kingdom,6/13/2020,2.2692277
United Kingdom,6/14/2020,2.1665573
United Kingdom,6/15/2020,2.0617914
United Kingdom,6/16/2020,2.0052178
United Kingdom,6/17/2020,1.8920708
United Kingdom,6/18/2020,1.8564504
United Kingdom,6/19/2020,1.7286361
United Kingdom,6/20/2020,1.6615859
United Kingdom,6/21/2020,1.5631061
United Kingdom,6/22/2020,1.5337716
United Kingdom,6/23/2020,1.4164339
United Kingdom,6/24/2020,1.3661463
United Kingdom,6/25/2020,1.3179541
United Kingdom,6/26/2020,1.3095728
United Kingdom,6/27/2020,1.3493838
United Kingdom,6/28/2020,1.330526
United Kingdom,6/29/2020,1.3011916
United Kingdom,6/30/2020,1.2802384
United Kingdom,7/1/2020,1.250904
United Kingdom,7/2/2020,1.2173789
United Kingdom,7/3/2020,1.118899
United Kingdom,7/4/2020,1.0204191
United Kingdom,7/5/2020,0.9554643
United Kingdom,7/6/2020,0.91146266
United Kingdom,7/7/2020,0.873747
United Kingdom,7/8/2020,0.8423172
United Kingdom,7/9/2020,0.7626952
United Kingdom,7/10/2020,0.748028
United Kingdom,7/11/2020,0.748028
United Kingdom,7/12/2020,0.73964673
United Kingdom,7/13/2020,0.7103123
United Kingdom,7/14/2020,0.66840595
United Kingdom,7/15/2020,0.6495481
United Kingdom,7/16/2020,0.6474528
United Kingdom,7/17/2020,0.6348809
United Kingdom,7/18/2020,0.55106825
United Kingdom,7/19/2020,0.53011507
United Kingdom,7/20/2020,0.51544785
United Kingdom,7/21/2020,0.49868533
United Kingdom,7/22/2020,0.4693509
United Kingdom,7/23/2020,0.4463024
United Kingdom,7/24/2020,0.4316352
United Kingdom,7/25/2020,0.46306494
United Kingdom,7/26/2020,0.4316352
United Kingdom,7/27/2020,0.41487268
United Kingdom,7/28/2020,0.4316352
United Kingdom,7/29/2020,0.4043961
United Kingdom,7/30/2020,0.3939195
United Kingdom,7/31/2020,0.3813476
United Kingdom,8/1/2020,0.34153658
United Kingdom,8/2/2020,0.36668038
United Kingdom,8/3/2020,0.36039445
United Kingdom,8/4/2020,0.32896468
United Kingdom,8/5/2020,0.33944127
United Kingdom,8/6/2020,0.34153658
United Kingdom,8/7/2020,0.31010684
United Kingdom,8/8/2020,0.31848812
United Kingdom,8/9/2020,0.30382088
United Kingdom,8/10/2020,0.30801153
United Kingdom,8/11/2020,0.31220216
United Kingdom,8/12/2020,0.31639278
United Kingdom,8/13/2020,0.30172557
United Kingdom,8/14/2020,0.32477406
United Kingdom,8/15/2020,0.32896468
United Kingdom,8/16/2020,0.31639278
United Kingdom,8/17/2020,0.31848812
United Kingdom,8/18/2020,0.31010684
United Kingdom,8/19/2020,0.30172557
United Kingdom,8/20/2020,0.291249
United Kingdom,8/21/2020,0.26820052
United Kingdom,8/22/2020,0.2535333
United Kingdom,8/23/2020,0.23677076
United Kingdom,8/24/2020,0.21372229
United Kingdom,8/25/2020,0.21791291
United Kingdom,8/26/2020,0.19276913
United Kingdom,8/27/2020,0.20743634
United Kingdom,8/28/2020,0.21372229
United Kingdom,8/29/2020,0.20534101
United Kingdom,8/30/2020,0.20953165
United Kingdom,8/31/2020,0.20115039
United Kingdom,9/1/2020,0.18857849
United Kingdom,9/2/2020,0.20743634
United Kingdom,9/3/2020,0.18438785
United Kingdom,9/4/2020,0.18229254
United Kingdom,9/5/2020,0.17600659
United Kingdom,9/6/2020,0.18229254
United Kingdom,9/7/2020,0.19486444
United Kingdom,9/8/2020,0.19905506
United Kingdom,9/9/2020,0.21162696
United Kingdom,9/10/2020,0.22210355
United Kingdom,9/11/2020,0.22000824
United Kingdom,9/12/2020,0.23467545
United Kingdom,9/13/2020,0.24305671
United Kingdom,9/14/2020,0.26191455
United Kingdom,9/15/2020,0.27658176
United Kingdom,9/16/2020,0.27029583
United Kingdom,9/17/2020,0.291249
United Kingdom,9/18/2020,0.32686937
United Kingdom,9/19/2020,0.37296635
United Kingdom,9/20/2020,0.3960148
United Kingdom,9/21/2020,0.40020546
United Kingdom,9/22/2020,0.4421118
United Kingdom,9/23/2020,0.46096963
United Kingdom,9/24/2020,0.48820874
United Kingdom,9/25/2020,0.5447823
United Kingdom,9/26/2020,0.53640103
United Kingdom,9/27/2020,0.5573542
United Kingdom,9/28/2020,0.60345113
United Kingdom,9/29/2020,0.63697624
United Kingdom,9/30/2020,0.6893591
United Kingdom,10/1/2020,0.70821697
United Kingdom,10/2/2020,0.71450293
United Kingdom,10/3/2020,0.7920296
United Kingdom,10/4/2020,0.8632704
United Kingdom,10/5/2020,0.91146266
United Kingdom,10/6/2020,0.9261299
United Kingdom,10/7/2020,0.953369
United Kingdom,10/8/2020,1.0288004
United Kingdom,10/9/2020,1.1314709
United Kingdom,10/10/2020,1.1859491
United Kingdom,10/11/2020,1.2320461
United Kingdom,10/12/2020,1.3095728
United Kingdom,10/13/2020,1.4457684
United Kingdom,10/14/2020,1.5547248
United Kingdom,10/15/2020,1.6280609
United Kingdom,10/16/2020,1.6532047
United Kingdom,10/17/2020,1.7684472
United Kingdom,10/18/2020,1.906738
United Kingdom,10/19/2020,2.072268
United Kingdom,10/20/2020,2.1539853
United Kingdom,10/21/2020,2.3069434
United Kingdom,10/22/2020,2.4976172
United Kingdom,10/23/2020,2.728102
United Kingdom,10/24/2020,2.9166806
United Kingdom,10/25/2020,3.0486856
United Kingdom,10/26/2020,3.117831
United Kingdom,10/27/2020,3.302219
United Kingdom,10/28/2020,3.488702
United Kingdom,10/29/2020,3.6458507
United Kingdom,10/30/2020,3.7485213
United Kingdom,10/31/2020,3.9119558
United Kingdom,11/1/2020,4.178061
United Kingdom,11/2/2020,4.4315944
United Kingdom,11/3/2020,4.6495075
United Kingdom,11/4/2020,4.766845
United Kingdom,11/5/2020,4.9596143
United Kingdom,11/6/2020,5.0832376
United Kingdom,11/7/2020,5.223624
United Kingdom,11/8/2020,5.3598194
United Kingdom,11/9/2020,5.521159
United Kingdom,11/10/2020,5.674117
United Kingdom,11/11/2020,5.9947004
United Kingdom,11/12/2020,6.063846
United Kingdom,11/13/2020,6.2084227
United Kingdom,11/14/2020,6.2985215
United Kingdom,11/15/2020,6.3676667
